,transaction_logistic_pharmacy_id,drug_id,quantity
108,GB85ASUY52528177387365,drug13038472,552
109,GB85ASUY52528177387365,drug02347912,823
110,GB85ASUY52528177387365,drug26446547,686
111,GB85ASUY52528177387365,drug65864098,732
112,GB85ASUY52528177387365,drug43279241,837
113,GB85ASUY52528177387365,drug36537068,256
114,GB85ASUY52528177387365,drug37448561,299
115,GB85ASUY52528177387365,drug28011682,577
116,GB85ASUY52528177387365,drug02684192,899
117,GB85ASUY52528177387365,drug22125507,586
118,GB85ASUY52528177387365,drug90730092,435
119,GB85ASUY52528177387365,drug81472369,154
120,GB85ASUY52528177387365,drug13038472,658
121,GB85ASUY52528177387365,drug81285006,358
122,GB85ASUY52528177387365,drug81285006,579
123,GB85ASUY52528177387365,drug30212688,911
124,GB85ASUY52528177387365,drug40688589,315
125,GB85ASUY52528177387365,drug70415612,325
126,GB85ASUY52528177387365,drug81570454,675
127,GB85ASUY52528177387365,drug59470267,361
128,GB85ASUY52528177387365,drug22155948,922
129,GB85ASUY52528177387365,drug60843760,967
130,GB85ASUY52528177387365,drug37448561,570
131,GB85ASUY52528177387365,drug59470267,994
132,GB85ASUY52528177387365,drug26446547,683
133,GB85ASUY52528177387365,drug49452730,919
134,GB85ASUY52528177387365,drug81570454,501
135,GB85ASUY52528177387365,drug90188947,262
136,GB85ASUY52528177387365,drug37641146,890
137,GB85ASUY52528177387365,drug62781800,994
138,GB85ASUY52528177387365,drug54349650,790
139,GB85ASUY52528177387365,drug45659690,303
140,GB85ASUY52528177387365,drug07442995,276
141,GB85ASUY52528177387365,drug37858179,887
142,GB85ASUY52528177387365,drug07005824,600
143,GB85ASUY52528177387365,drug39018649,406
144,GB85ASUY52528177387365,drug05497454,658
145,GB85ASUY52528177387365,drug03704639,109
146,GB85ASUY52528177387365,drug63617689,813
147,GB85ASUY52528177387365,drug62781800,238
148,GB85ASUY52528177387365,drug82627058,296
149,GB85ASUY52528177387365,drug30387515,430
150,GB85ASUY52528177387365,drug57961255,481
151,GB85ASUY52528177387365,drug07954108,707
152,GB85ASUY52528177387365,drug91084545,465
153,GB85ASUY52528177387365,drug22155948,400
154,GB85ASUY52528177387365,drug12503070,266
155,GB85ASUY52528177387365,drug53537447,964
156,GB85ASUY52528177387365,drug90626067,916
157,GB85ASUY52528177387365,drug25473605,568
158,GB85ASUY52528177387365,drug81163762,726
159,GB85ASUY52528177387365,drug27231500,219
160,GB85ASUY52528177387365,drug37591403,706
161,GB85ASUY52528177387365,drug25473605,681
162,GB85ASUY52528177387365,drug07216213,802
163,GB85ASUY52528177387365,drug72250907,584
164,GB85ASUY52528177387365,drug82563585,235
165,GB85ASUY52528177387365,drug34105634,715
166,GB85ASUY52528177387365,drug83741951,336
167,GB85ASUY52528177387365,drug85864856,680
168,GB85ASUY52528177387365,drug90626067,643
169,GB85ASUY52528177387365,drug02684192,852
170,GB85ASUY52528177387365,drug96335857,227
171,GB85ASUY52528177387365,drug22852205,866
172,GB85ASUY52528177387365,drug76207815,400
173,GB85ASUY52528177387365,drug37448561,755
174,GB85ASUY52528177387365,drug83741951,538
175,GB85ASUY52528177387365,drug37448561,973
176,GB85ASUY52528177387365,drug24274852,799
177,GB85ASUY52528177387365,drug51423551,603
178,GB85ASUY52528177387365,drug63247565,469
179,GB85ASUY52528177387365,drug80124078,305
180,GB85ASUY52528177387365,drug45403330,783
181,GB85ASUY52528177387365,drug67531332,226
182,GB85ASUY52528177387365,drug63702156,915
183,GB85ASUY52528177387365,drug02277240,805
184,GB85ASUY52528177387365,drug91871275,527
185,GB85ASUY52528177387365,drug40688589,375
186,GB85ASUY52528177387365,drug20114367,364
187,GB85ASUY52528177387365,drug72889619,204
188,GB85ASUY52528177387365,drug38475368,235
189,GB85ASUY52528177387365,drug67522019,899
190,GB85ASUY52528177387365,drug51423551,615
191,GB85ASUY52528177387365,drug21625060,932
192,GB85ASUY52528177387365,drug37591403,221
193,GB85ASUY52528177387365,drug82627058,457
194,GB85ASUY52528177387365,drug40298825,538
195,GB85ASUY52528177387365,drug40688589,677
196,GB85ASUY52528177387365,drug54148048,813
197,GB85ASUY52528177387365,drug22852205,815
198,GB85ASUY52528177387365,drug31410335,852
199,GB85ASUY52528177387365,drug23177871,811
200,GB85ASUY52528177387365,drug07954108,144
201,GB85ASUY52528177387365,drug51906948,270
202,GB85ASUY52528177387365,drug63247565,638
203,GB85ASUY52528177387365,drug52874741,391
204,GB85ASUY52528177387365,drug09768543,829
205,GB85ASUY52528177387365,drug26446547,977
206,GB85ASUY52528177387365,drug73216940,311
207,GB85ASUY52528177387365,drug98072057,229
208,GB85ASUY52528177387365,drug70415612,508
209,GB85ASUY52528177387365,drug15371560,171
210,GB85ASUY52528177387365,drug18797701,610
211,GB85ASUY52528177387365,drug82307868,683
212,GB85ASUY52528177387365,drug71734989,223
213,GB85ASUY52528177387365,drug96966044,448
214,GB85ASUY52528177387365,drug77438058,442
215,GB85ASUY52528177387365,drug40052861,858
216,GB85ASUY52528177387365,drug59470267,332
217,GB85ASUY52528177387365,drug89581438,179
218,GB85ASUY52528177387365,drug43279241,488
219,GB85ASUY52528177387365,drug96302910,247
220,GB85ASUY52528177387365,drug54148048,236
221,GB85ASUY52528177387365,drug85881884,996
222,GB85ASUY52528177387365,drug19384863,609
223,GB85ASUY52528177387365,drug23177871,749
224,GB85ASUY52528177387365,drug20906559,467
225,GB85ASUY52528177387365,drug82563585,809
226,GB85ASUY52528177387365,drug61531215,259
227,GB85ASUY52528177387365,drug88734576,838
228,GB85ASUY52528177387365,drug96335857,409
229,GB85ASUY52528177387365,drug90482731,775
230,GB85ASUY52528177387365,drug00296038,451
231,GB85ASUY52528177387365,drug15371560,393
232,GB85ASUY52528177387365,drug28011682,277
233,GB85ASUY52528177387365,drug82307868,246
234,GB85ASUY52528177387365,drug98072057,157
235,GB85ASUY52528177387365,drug91243812,676
236,GB85ASUY52528177387365,drug36645459,665
237,GB85ASUY52528177387365,drug90419812,276
238,GB85ASUY52528177387365,drug19384863,156
239,GB85ASUY52528177387365,drug91280893,896
240,GB85ASUY52528177387365,drug09332102,963
241,GB85ASUY52528177387365,drug22125507,846
242,GB85ASUY52528177387365,drug63758054,531
243,GB85ASUY52528177387365,drug47051621,497
244,GB85ASUY52528177387365,drug97899020,597
245,GB85ASUY52528177387365,drug85864856,364
246,GB85ASUY52528177387365,drug36537068,662
247,GB85ASUY52528177387365,drug04673408,694
248,GB85ASUY52528177387365,drug00913164,385
249,GB85ASUY52528177387365,drug27231500,933
250,GB85ASUY52528177387365,drug91243812,674
251,GB85ASUY52528177387365,drug04679172,676
252,GB85ASUY52528177387365,drug78223950,691
253,GB85ASUY52528177387365,drug72250907,192
254,GB85ASUY52528177387365,drug40298825,707
255,GB85ASUY52528177387365,drug16108141,251
256,GB85ASUY52528177387365,drug02160115,513
257,GB85ASUY52528177387365,drug83741951,756
258,GB85ASUY52528177387365,drug81478514,243
259,GB85ASUY52528177387365,drug07951190,270
260,GB85ASUY52528177387365,drug40052861,632
261,GB85ASUY52528177387365,drug67522019,518
262,GB85ASUY52528177387365,drug90419812,761
263,GB85ASUY52528177387365,drug56280364,848
264,GB85ASUY52528177387365,drug78223950,498
265,GB85ASUY52528177387365,drug81285006,838
266,GB85ASUY52528177387365,drug31410335,274
267,GB85ASUY52528177387365,drug02277240,365
268,GB85ASUY52528177387365,drug98072057,210
269,GB85ASUY52528177387365,drug67522019,634
270,GB85ASUY52528177387365,drug98928200,909
271,GB85ASUY52528177387365,drug96966044,533
272,GB85ASUY52528177387365,drug81478514,992
273,GB85ASUY52528177387365,drug95984926,222
274,GB85ASUY52528177387365,drug02160115,299
275,GB85ASUY52528177387365,drug38475368,434
276,GB85ASUY52528177387365,drug36775507,253
277,GB85ASUY52528177387365,drug37858179,147
278,GB85ASUY52528177387365,drug96302910,562
279,GB85ASUY52528177387365,drug51976255,112
280,GB85ASUY52528177387365,drug39502094,980
281,GB85ASUY52528177387365,drug63617689,783
282,GB85ASUY52528177387365,drug85864856,756
283,GB85ASUY52528177387365,drug14294525,514
284,GB85ASUY52528177387365,drug14294525,307
285,GB85ASUY52528177387365,drug96966044,145
286,GB85ASUY52528177387365,drug39502094,489
287,GB85ASUY52528177387365,drug63441802,584
288,GB85ASUY52528177387365,drug22852205,744
289,GB85ASUY52528177387365,drug84538864,513
290,GB85ASUY52528177387365,drug15406590,396
291,GB85ASUY52528177387365,drug36646647,556
292,GB85ASUY52528177387365,drug13038472,435
293,GB85ASUY52528177387365,drug78279223,223
294,GB85ASUY52528177387365,drug51976255,657
295,GB85ASUY52528177387365,drug61531215,438
296,GB85ASUY52528177387365,drug56280364,997
297,GB85ASUY52528177387365,drug09768543,722
298,GB85ASUY52528177387365,drug40688589,904
299,GB85ASUY52528177387365,drug45482502,801
300,GB85ASUY52528177387365,drug31784573,655
301,GB85ASUY52528177387365,drug16108141,601
302,GB85ASUY52528177387365,drug77438058,171
303,GB85ASUY52528177387365,drug09332102,474
304,GB85ASUY52528177387365,drug84538864,630
305,GB85ASUY52528177387365,drug83393358,946
306,GB85ASUY52528177387365,drug68272647,652
307,GB85ASUY52528177387365,drug07954108,117
308,GB85ASUY52528177387365,drug90626067,733
309,GB85ASUY52528177387365,drug65864098,609
310,GB85ASUY52528177387365,drug53526540,887
311,GB85ASUY52528177387365,drug66048138,666
312,GB85ASUY52528177387365,drug35061861,327
313,GB85ASUY52528177387365,drug48331708,371
314,GB85ASUY52528177387365,drug87480702,841
315,GB85ASUY52528177387365,drug96335857,149
316,GB85ASUY52528177387365,drug00666374,530
317,GB85ASUY52528177387365,drug92078413,896
318,GB85ASUY52528177387365,drug75324698,873
319,GB85ASUY52528177387365,drug59016069,138
320,GB85ASUY52528177387365,drug91243812,391
321,GB85ASUY52528177387365,drug73216940,188
322,GB85ASUY52528177387365,drug38475368,465
323,GB85ASUY52528177387365,drug63617689,775
324,GB85ASUY52528177387365,drug63247565,669
325,GB85ASUY52528177387365,drug66048138,139
326,GB85ASUY52528177387365,drug54349650,588
327,GB85ASUY52528177387365,drug00666374,189
328,GB85ASUY52528177387365,drug78223950,315
329,GB85ASUY52528177387365,drug11824657,156
330,GB85ASUY52528177387365,drug83393358,817
331,GB85ASUY52528177387365,drug07596964,548
332,GB85ASUY52528177387365,drug62781800,787
333,GB85ASUY52528177387365,drug00913164,800
334,GB85ASUY52528177387365,drug90626067,235
335,GB85ASUY52528177387365,drug88734576,448
336,GB85ASUY52528177387365,drug62529365,976
337,GB85ASUY52528177387365,drug90419812,392
338,GB85ASUY52528177387365,drug35020578,579
339,GB85ASUY52528177387365,drug31999410,435
340,GB85ASUY52528177387365,drug35020578,707
341,GB85ASUY52528177387365,drug07216213,984
342,GB85ASUY52528177387365,drug51976255,954
343,GB85ASUY52528177387365,drug31784573,657
344,GB85ASUY52528177387365,drug72250907,706
345,GB85ASUY52528177387365,drug72930892,332
346,GB85ASUY52528177387365,drug44812263,561
347,GB85ASUY52528177387365,drug06536879,713
348,GB85ASUY52528177387365,drug22852205,119
349,GB85ASUY52528177387365,drug45659690,417
350,GB85ASUY52528177387365,drug82066062,608
351,GB85ASUY52528177387365,drug52419621,576
352,GB85ASUY52528177387365,drug22125507,569
353,GB85ASUY52528177387365,drug98072057,832
354,GB85ASUY52528177387365,drug75151645,749
355,GB85ASUY52528177387365,drug83741951,381
356,GB85ASUY52528177387365,drug85966482,587
357,GB85ASUY52528177387365,drug73216940,977
358,GB85ASUY52528177387365,drug90419812,185
359,GB85ASUY52528177387365,drug05244287,737
360,GB85ASUY52528177387365,drug39018649,524
361,GB85ASUY52528177387365,drug77438058,252
362,GB85ASUY52528177387365,drug59016069,807
363,GB85ASUY52528177387365,drug58415733,502
364,GB85ASUY52528177387365,drug54148048,935
365,GB85ASUY52528177387365,drug65864098,431
366,GB85ASUY52528177387365,drug47051621,114
367,GB85ASUY52528177387365,drug62781800,986
368,GB85ASUY52528177387365,drug22125507,282
369,GB85ASUY52528177387365,drug31410335,602
370,GB85ASUY52528177387365,drug91280893,885
371,GB85ASUY52528177387365,drug70415612,910
372,GB85ASUY52528177387365,drug36537068,692
373,GB85ASUY52528177387365,drug81472369,940
374,GB85ASUY52528177387365,drug22125507,622
375,GB85ASUY52528177387365,drug82307868,328
376,GB85ASUY52528177387365,drug25473605,891
377,GB85ASUY52528177387365,drug52419621,483
378,GB85ASUY52528177387365,drug36775507,456
379,GB85ASUY52528177387365,drug06536879,756
380,GB85ASUY52528177387365,drug72250907,836
381,GB85ASUY52528177387365,drug98928200,608
382,GB85ASUY52528177387365,drug02277240,269
383,GB85ASUY52528177387365,drug40298825,320
384,GB85ASUY52528177387365,drug31999410,289
385,GB85ASUY52528177387365,drug31410335,170
386,GB85ASUY52528177387365,drug57961255,472
387,GB85ASUY52528177387365,drug96637593,178
388,GB85ASUY52528177387365,drug40052861,261
389,GB85ASUY52528177387365,drug48331708,597
390,GB85ASUY52528177387365,drug25473605,834
391,GB85ASUY52528177387365,drug75324698,531
392,GB85ASUY52528177387365,drug15406590,548
393,GB85ASUY52528177387365,drug12503070,463
394,GB85ASUY52528177387365,drug82307868,149
395,GB85ASUY52528177387365,drug12503070,254
396,GB85ASUY52528177387365,drug16113015,267
397,GB85ASUY52528177387365,drug63702156,990
398,GB85ASUY52528177387365,drug60470010,669
399,GB85ASUY52528177387365,drug07596964,944
400,GB85ASUY52528177387365,drug80124078,292
401,GB85ASUY52528177387365,drug25473605,474
402,GB85ASUY52528177387365,drug97899020,628
403,GB85ASUY52528177387365,drug70415612,404
404,GB85ASUY52528177387365,drug68357658,733
405,GB85ASUY52528177387365,drug67522019,874
406,GB85ASUY52528177387365,drug70453034,170
407,GB85ASUY52528177387365,drug05244287,396
408,GB85ASUY52528177387365,drug55536073,585
409,GB85ASUY52528177387365,drug81478514,661
410,GB85ASUY52528177387365,drug81459506,887
411,GB85ASUY52528177387365,drug45403330,429
412,GB85ASUY52528177387365,drug82670597,235
413,GB85ASUY52528177387365,drug51906948,761
414,GB85ASUY52528177387365,drug43279241,464
415,GB85ASUY52528177387365,drug43043958,379
416,GB85ASUY52528177387365,drug85864856,332
417,GB85ASUY52528177387365,drug96637593,440
418,GB85ASUY52528177387365,drug80453208,705
419,GB85ASUY52528177387365,drug57961255,116
420,GB85ASUY52528177387365,drug02160115,323
421,GB85ASUY52528177387365,drug89581438,865
422,GB85ASUY52528177387365,drug40298825,845
423,GB85ASUY52528177387365,drug55536073,758
424,GB85ASUY52528177387365,drug43043958,805
425,GB85ASUY52528177387365,drug31004220,260
426,GB85ASUY52528177387365,drug45996863,988
427,GB85ASUY52528177387365,drug62781800,368
428,GB85ASUY52528177387365,drug22155948,808
429,GB85ASUY52528177387365,drug80124078,478
430,GB85ASUY52528177387365,drug61531215,549
431,GB85ASUY52528177387365,drug17244244,735
432,GB85ASUY52528177387365,drug90730092,690
433,GB85ASUY52528177387365,drug96302910,320
434,GB85ASUY52528177387365,drug63247565,963
435,GB85ASUY52528177387365,drug43279241,335
436,GB85ASUY52528177387365,drug85864856,916
437,GB85ASUY52528177387365,drug26446547,448
438,GB85ASUY52528177387365,drug90730092,133
439,GB85ASUY52528177387365,drug98072057,924
440,GB85ASUY52528177387365,drug37858179,884
441,GB85ASUY52528177387365,drug04679172,383
442,GB85ASUY52528177387365,drug98072057,393
443,GB85ASUY52528177387365,drug16108141,466
444,GB85ASUY52528177387365,drug07951190,465
445,GB85ASUY52528177387365,drug31004220,211
446,GB85ASUY52528177387365,drug78279223,825
447,GB85ASUY52528177387365,drug25473605,177
448,GB85ASUY52528177387365,drug45659690,996
449,GB85ASUY52528177387365,drug24714877,861
450,GB85ASUY52528177387365,drug87480702,290
451,GB85ASUY52528177387365,drug96637593,641
452,GB85ASUY52528177387365,drug49452730,556
453,GB85ASUY52528177387365,drug53537447,112
454,GB85ASUY52528177387365,drug31784573,563
455,GB85ASUY52528177387365,drug43279241,380
456,GB85ASUY52528177387365,drug40298825,759
457,GB85ASUY52528177387365,drug09332102,518
458,GB85ASUY52528177387365,drug12890255,345
459,GB85ASUY52528177387365,drug31999410,727
460,GB85ASUY52528177387365,drug67522019,151
461,GB85ASUY52528177387365,drug45482502,140
462,GB85ASUY52528177387365,drug43043958,595
463,GB85ASUY52528177387365,drug45659690,846
464,GB85ASUY52528177387365,drug68357658,391
465,GB85ASUY52528177387365,drug67531332,575
466,GB85ASUY52528177387365,drug72889619,219
467,GB85ASUY52528177387365,drug12221745,918
468,GB85ASUY52528177387365,drug47051621,162
469,GB85ASUY52528177387365,drug90626067,967
470,GB85ASUY52528177387365,drug85864856,550
471,GB85ASUY52528177387365,drug96966044,743
472,GB85ASUY52528177387365,drug23867758,216
473,GB85ASUY52528177387365,drug96335857,712
474,GB85ASUY52528177387365,drug03209257,122
475,GB85ASUY52528177387365,drug81459506,886
476,GB85ASUY52528177387365,drug60282545,522
477,GB85ASUY52528177387365,drug31004220,501
478,GB85ASUY52528177387365,drug07216213,776
479,GB85ASUY52528177387365,drug35020578,644
480,GB85ASUY52528177387365,drug90435782,322
481,GB85ASUY52528177387365,drug07596964,522
482,GB85ASUY52528177387365,drug22155948,680
483,GB85ASUY52528177387365,drug57961255,989
484,GB85ASUY52528177387365,drug82563585,614
485,GB85ASUY52528177387365,drug56280364,886
486,GB85ASUY52528177387365,drug63702156,687
487,GB85ASUY52528177387365,drug77438058,270
488,GB85ASUY52528177387365,drug07216213,481
489,GB85ASUY52528177387365,drug22125507,370
490,GB85ASUY52528177387365,drug16108141,235
491,GB85ASUY52528177387365,drug82563585,950
492,GB85ASUY52528177387365,drug27231500,679
493,GB85ASUY52528177387365,drug75151645,484
494,GB85ASUY52528177387365,drug07139598,100
495,GB85ASUY52528177387365,drug01308433,811
496,GB85ASUY52528177387365,drug53284600,948
497,GB85ASUY52528177387365,drug96966044,483
498,GB85ASUY52528177387365,drug36646647,814
499,GB85ASUY52528177387365,drug45996863,971
500,GB85ASUY52528177387365,drug03209257,790
501,GB85ASUY52528177387365,drug70415612,782
502,GB85ASUY52528177387365,drug63441802,925
503,GB85ASUY52528177387365,drug34789896,386
504,GB85ASUY52528177387365,drug62781800,968
505,GB85ASUY52528177387365,drug35020578,856
506,GB85ASUY52528177387365,drug22852205,765
507,GB85ASUY52528177387365,drug62781800,860
508,GB85ASUY52528177387365,drug91243812,568
509,GB85ASUY52528177387365,drug75324698,135
510,GB85ASUY52528177387365,drug12890255,387
511,GB85ASUY52528177387365,drug03209257,598
512,GB85ASUY52528177387365,drug94449822,498
513,GB85ASUY52528177387365,drug47051621,548
514,GB85ASUY52528177387365,drug51906948,687
515,GB85ASUY52528177387365,drug48733458,833
516,GB85ASUY52528177387365,drug26446547,619
517,GB85ASUY52528177387365,drug90188947,257
518,GB85ASUY52528177387365,drug19384863,421
519,GB85ASUY52528177387365,drug04673408,939
520,GB85ASUY52528177387365,drug40298825,706
521,GB85ASUY52528177387365,drug15406590,630
522,GB85ASUY52528177387365,drug94449822,192
523,GB85ASUY52528177387365,drug51423551,412
524,GB85ASUY52528177387365,drug03209257,345
525,GB85ASUY52528177387365,drug07437342,240
526,GB85ASUY52528177387365,drug91280893,246
527,GB85ASUY52528177387365,drug21625060,965
528,GB85ASUY52528177387365,drug38178634,746
529,GB85ASUY52528177387365,drug62781800,525
530,GB85ASUY52528177387365,drug85864856,237
531,GB85ASUY52528177387365,drug31282017,443
532,GB85ASUY52528177387365,drug36775507,703
533,GB85ASUY52528177387365,drug56280364,889
534,GB85ASUY52528177387365,drug45482502,305
535,GB85ASUY52528177387365,drug40298825,255
536,GB85ASUY52528177387365,drug02684192,647
537,GB85ASUY52528177387365,drug72486597,186
538,GB85ASUY52528177387365,drug02347912,444
539,GB85ASUY52528177387365,drug29155903,690
540,GB85ASUY52528177387365,drug61824010,693
541,GB85ASUY52528177387365,drug73216940,939
542,GB85ASUY52528177387365,drug82627058,326
543,GB85ASUY52528177387365,drug24571234,162
544,GB85ASUY52528177387365,drug30212688,928
545,GB85ASUY52528177387365,drug10580707,668
546,GB85ASUY52528177387365,drug17244244,993
547,GB85ASUY52528177387365,drug04673408,302
548,GB85ASUY52528177387365,drug53526540,845
549,GB85ASUY52528177387365,drug60470010,849
550,GB85ASUY52528177387365,drug52419621,429
551,GB85ASUY52528177387365,drug90188947,406
552,GB85ASUY52528177387365,drug61531215,283
553,GB85ASUY52528177387365,drug17244244,427
554,GB85ASUY52528177387365,drug15371560,158
555,GB85ASUY52528177387365,drug34105634,906
556,GB85ASUY52528177387365,drug92078413,661
557,GB85ASUY52528177387365,drug70453034,542
558,GB85ASUY52528177387365,drug59470267,428
559,GB85ASUY52528177387365,drug63247565,888
560,GB85ASUY52528177387365,drug88734576,706
561,GB85ASUY52528177387365,drug59016069,204
562,GB85ASUY52528177387365,drug05810291,952
563,GB85ASUY52528177387365,drug42187806,783
564,GB85ASUY52528177387365,drug93448178,453
565,GB85ASUY52528177387365,drug35061861,949
566,GB85ASUY52528177387365,drug47051621,647
567,GB85ASUY52528177387365,drug09768543,313
568,GB85ASUY52528177387365,drug34789896,412
569,GB85ASUY52528177387365,drug71734989,395
570,GB85ASUY52528177387365,drug42187806,681
571,GB85ASUY52528177387365,drug45482502,796
572,GB85ASUY52528177387365,drug67522019,326
573,GB85ASUY52528177387365,drug75151645,337
574,GB85ASUY52528177387365,drug03209257,976
575,GB85ASUY52528177387365,drug85966482,660
576,GB85ASUY52528177387365,drug04679172,629
577,GB85ASUY52528177387365,drug39018649,120
578,GB85ASUY52528177387365,drug60282545,915
579,GB85ASUY52528177387365,drug82627058,319
580,GB85ASUY52528177387365,drug65864098,610
581,GB85ASUY52528177387365,drug23177871,683
582,GB85ASUY52528177387365,drug00913164,856
583,GB85ASUY52528177387365,drug43279241,152
584,GB85ASUY52528177387365,drug67531332,133
585,GB85ASUY52528177387365,drug48331708,105
586,GB85ASUY52528177387365,drug05244287,818
587,GB85ASUY52528177387365,drug90419812,844
588,GB85ASUY52528177387365,drug52419621,760
589,GB85ASUY52528177387365,drug81472369,710
590,GB85ASUY52528177387365,drug82066062,135
591,GB85ASUY52528177387365,drug22852205,653
592,GB85ASUY52528177387365,drug48733458,696
593,GB85ASUY52528177387365,drug94679120,943
594,GB85ASUY52528177387365,drug58415733,802
595,GB85ASUY52528177387365,drug34105634,552
596,GB85ASUY52528177387365,drug36645459,401
597,GB85ASUY52528177387365,drug07437342,306
598,GB85ASUY52528177387365,drug90626067,352
599,GB85ASUY52528177387365,drug75324698,823
600,GB85ASUY52528177387365,drug37591403,312
601,GB85ASUY52528177387365,drug37858179,867
602,GB85ASUY52528177387365,drug68357658,954
603,GB85ASUY52528177387365,drug35020578,533
